PC1,PC2
0.03335470317877387,-0.4390032099816272
-0.8754071908577353,0.5090639567734061
-0.35025166799508095,-0.1963117345514462
-0.15881004754796976,-0.7920957424327241
-1.2250936335624305,-1.6222438030915047
-0.164917899386326,-1.3026092302957752
-0.7376826487712561,0.3965715619602371
-0.4762871909409696,-0.4173202812135535
-1.2341780976571475,-0.933325728799281
-0.63285819970982,-0.4163877208891021
-0.7026611831361803,-0.06341181972480264
-0.8742736538812882,0.2507933929006096
-1.2565091165418814,-0.07725601969587165
-1.3584051214406296,0.33131168179089576
-0.6648003672253929,-0.22592785469484597
0.04025861090059681,-1.0587185465539117
-0.13079517549785946,-1.5622718342099702
-0.023452688970549675,-1.5724755942167072
-0.2415382729545094,-0.7772563825848444
-1.0610946088426123,-0.6338432447349492
-0.223978773512378,-0.2877735120432045
-0.42913911551615835,0.8455822409050767
-1.0487280512090853,0.5220517968629402
-1.0445313843962778,-1.382988719190785
-0.06958832111642119,-0.21950333464771735
-0.28347723828757415,-1.3293246390695792
-0.2790777760554596,-1.1200285237424064
-0.6245697914985695,0.02492302925401029
-0.33653037013143433,-0.9884040176703628
0.3621833846193841,-2.0192378732386147
-0.2885862388231559,-0.8557303199870688
-0.09136065565450356,-0.1811921258257777
-0.22771686553469836,-0.38492008098735625
-0.5763882886534768,-0.15487359721656133
0.44766701902861267,-1.543792034397759
-0.2567305888875831,-0.5988517961556719
-1.844568867723027,0.8704213123248218
-1.1578816132057783,-0.6988698623306926
-2.205266791075376,0.5620104770083535
-1.4401506638275376,-0.04698758810580873
-1.8678122203305354,0.29504482445701785
-2.7518733356662746,0.80040920102754
-0.3670176878607235,-1.561502891476508
-2.3024394446251946,0.420065579642774
-2.006686467676604,-0.7114386535471614
-2.2597773490124973,1.9210103764598854
-1.3641754921860056,0.6927564544903851
-1.602678670477929,-0.4217004497726195
-1.8839007017032405,0.4192496506051215
-1.2601150991975065,-1.1622604214064656
-1.4676452010173224,-0.4422715873770843
-1.5900773176145637,0.6762448057233184
-1.4714314611333161,0.25562182447146836
-2.4263289873156975,2.5566612507954902
-3.310695583933885,0.017780949320624715
-1.2637666736398272,-1.7067453803762704
-2.0377163014694024,0.9104674096183091
-0.97798073424942,-0.5717643248129938
-2.8976514907341664,0.41364105959564534
-1.333232175973207,-0.4818112186494316
-1.7007338974912147,1.0139218673227897
-1.9543267058530684,1.0077775961534503
-1.1751036315549308,-0.31639447230979334
-1.020950550695789,0.06434602923955976
-1.788349920179664,-0.18736121459083085
-1.8636475533282586,0.5622907258861422
-2.4359537279227013,0.2592844331442778
-2.304927721831761,2.6263234682323766
-1.8627032197949538,-0.1785494946254924
-1.1141477406864728,-0.2929226233357339
-1.202473301678389,-0.8113152708396713
-2.7987704475781054,0.8568033294971034
-1.5762559101947518,1.0685811073208062
-1.3462921036270599,0.4224306108525063
-0.9248249165424174,0.017223100452282078
-1.8520450517676679,0.6761281744365195
-2.0148104299548737,0.6138856369235733
-1.901784090262187,0.6895754942430007
-1.1578816132057783,-0.6988698623306926
-2.0405582280520904,0.8675206009552267
-1.998147095952374,1.0491687471841433
-1.8705032929564085,0.38696608166572355
-1.5645804830303267,-0.8966868088965287
-1.5211704996278357,0.2690691442779496
-1.3727877895140708,1.0112544185267915
-0.960656030037126,-0.024331668169401376
